Year,Make,Model,Trim,Body,Transmission,Vin,Region,Condition,Odometer,Color,Interior,Seller,Mmr,Sellingprice,Profit,Profit Margin,Margin Tier,Sale Year,Sale Month,Sale Quarter,Month Label,Saledate
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm726059,California,46,68,black,black,nissan infiniti lt,25700,27250,1550,5.688073394,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714541,California,45,24112,white,black,nissan infiniti lt,22800,22500,-300,-1.333333333,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek8dm920763,California,47,4859,black,black,nissan infiniti lt,27200,26750,-450,-1.682242991,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek8dm900321,California,45,21126,black,beige,nissan infiniti lt,25100,26500,1400,5.283018868,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm714009,California,42,26675,blue,black,nissan infiniti lt,22500,23750,1250,5.263157895,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm713958,California,42,19978,white,black,nissan infiniti lt,23300,24500,1200,4.897959184,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,FX,FX37,Suv,automatic,jn8cs1mu2dm140046,California,43,10532,black,black,nissan infiniti lt,30800,32000,1200,3.75,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm712848,California,41,25859,blue,black,infiniti financial services,22700,21750,-950,-4.367816092,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2013,Hyundai,Santa Fe,Limited,Suv,automatic,km8srdhf0du002596,California,5,14974,white,gray,hyundai buybacks,28300,27000,-1300,-4.814814815,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,kmhgc4dh7du220016,California,47,21463,gray,black,hyundai motor america/co car,27100,27400,300,1.094890511,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Equus,Signature,Sedan,automatic,kmhgh4jh9du063479,California,41,22961,gray,black,hyundai buybacks,31500,25000,-6500,-26,Low Margin,2015,1,1,2015-01,Tue Jan 13 2015 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm302069,California,37,21144,—,black,nissan infiniti lt,23100,24250,1150,4.742268041,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae9du490167,California,26,56651,red,beige,hyundai motor finance,10250,10700,450,4.205607477,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Santa Fe,Limited,Suv,automatic,km8srdhf8du000644,California,5,11439,white,brown,hyundai motor america/co car,28500,30800,2300,7.467532468,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae8dh348469,California,44,39935,silver,gray,enterprise vehicle exchange/orange,11250,11000,-250,-2.272727273,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek0dm900927,California,41,20317,gray,black,nissan infiniti lt,25200,26250,1050,4,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae5dh342001,California,2,37436,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,11400,8800,-2600,-29.54545455,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm712232,California,35,26888,white,gray,nissan infiniti lt,22400,23250,850,3.655913978,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek0dm920093,California,48,7815,white,black,nissan infiniti lt,26800,27000,200,0.7407407407,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac9dh691294,California,43,54830,silver,gray,avis rac/san leandro,10950,11500,550,4.782608696,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2013,Hyundai,Elantra,GLS,Sedan,manual,5npdh4ae9dh235016,California,49,2606,white,beige,hyundai motor america/co car,13450,12300,-1150,-9.349593496,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4dh712021,California,39,36416,blue,gray,enterprise vehicle exchange/orange,12150,11400,-750,-6.578947368,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh356789,California,45,26412,black,beige,aaero sweet company,12050,11750,-300,-2.553191489,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a40da089523,California,21,11099,silver,gray,hyundai motor america/co car,19650,16500,-3150,-19.09090909,Low Margin,2015,1,1,2015-01,Tue Jan 27 2015 04:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm725418,California,45,11250,black,black,nissan infiniti lt,24300,23500,-800,-3.404255319,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a46da091860,California,48,16386,white,gray,hyundai motor america/co car,18000,18800,800,4.255319149,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Santa Fe,Sport,Suv,automatic,5xyztdlb9dg057378,California,48,20663,gray,gray,hyundai motor america/co car,19500,19200,-300,-1.5625,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm714887,California,43,16154,gray,black,nissan infiniti lt,23700,22750,-950,-4.175824176,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm712055,California,42,22405,gray,gray,nissan infiniti lt,23000,23000,0,0,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm713801,California,38,28172,silver,black,nissan infiniti lt,22300,21000,-1300,-6.19047619,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm712170,California,47,18600,white,black,nissan infiniti lt,23400,24750,1350,5.454545455,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm900518,California,43,17523,—,black,nissan infiniti lt,25600,26500,900,3.396226415,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm712417,California,4,11440,black,black,nissan infiniti lt,24300,23000,-1300,-5.652173913,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh771160,California,36,28231,gray,gray,gm financial,12650,13400,750,5.597014925,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2013,Hyundai,Santa Fe,Limited,Suv,automatic,km8sr4hf7du008024,California,42,13225,black,brown,hyundai motor america/co car,23400,26000,2600,10,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh744455,California,35,41888,gray,gray,avis corporation,11800,11900,100,0.8403361345,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2013,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac6dh513954,California,37,35428,black,beige,hyundai motor finance,16000,16200,200,1.234567901,Low Margin,2015,1,1,2015-01,Tue Jan 13 2015 04:30:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh327134,California,35,36307,gray,gray,enterprise vehicle exchange/orange,11500,11700,200,1.709401709,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a48da092248,California,46,13736,black,beige,hyundai motor america/co car,18350,17700,-650,-3.672316384,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae8dh345667,California,2,25442,gold,beige,enterprise vehicle exchange / tra / rental / tulsa,12150,6700,-5450,-81.34328358,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm303216,California,44,15208,white,black,nissan infiniti lt,23800,25250,1450,5.742574257,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm713003,California,25,10929,white,gray,nissan infiniti lt,24700,21000,-3700,-17.61904762,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm300442,California,44,29672,white,black,nissan infiniti lt,22100,23000,900,3.913043478,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm712403,California,37,22165,black,beige,nissan infiniti lt,23000,22750,-250,-1.098901099,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm717292,California,45,21263,black,beige,nissan infiniti lt,23100,22000,-1100,-5,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm715446,California,45,24971,gray,black,nissan infiniti lt,22900,21250,-1650,-7.764705882,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae0dh358462,California,45,37290,white,beige,enterprise vehicle exchange/orange,11400,11000,-400,-3.636363636,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2013,Hyundai,Santa Fe,Sport 2.0T,Suv,automatic,5xyzw3la5dg114166,California,47,17367,black,beige,hyundai motor america/co car,21400,24100,2700,11.2033195,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm714973,California,43,11847,white,beige,nissan infiniti lt,24200,25000,800,3.2,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm719505,California,41,15562,gray,black,nissan infiniti lt,23800,24500,700,2.857142857,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac2dh608074,California,43,18479,white,burgundy,hyundai motor america/co car,16900,18100,1200,6.629834254,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm711170,California,44,22021,black,black,nissan infiniti lt,23000,22000,-1000,-4.545454545,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae9du436426,California,2,34136,black,beige,enterprise vehicle exchange / tra / rental / tulsa,9700,8100,-1600,-19.75308642,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm710348,California,4,28668,gray,—,nissan infiniti lt,22400,23000,600,2.608695652,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2013,Hyundai,Veloster,Turbo,Hatchback,automatic,kmhtc6ae4du168333,California,36,10474,white,black,hyundai motor america/co car,15000,16100,1100,6.832298137,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek3dm921383,California,42,16338,gray,black,nissan infiniti lt,25700,25500,-200,-0.7843137255,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae6du446069,California,,47010,silver,gray,hertz/tra,9275,3500,-5775,-165,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 13:00:00
2013,Hyundai,Elantra Coupe,SE,Elantra Coupe,automatic,kmhdh6ae8du000216,California,43,11809,black,black,hyundai motor america/co car,14600,16100,1500,9.316770186,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ekxdm920134,California,42,15131,white,black,nissan infiniti lt,25900,26000,100,0.3846153846,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm301420,California,45,28053,black,black,nissan infiniti lt,22300,25000,2700,10.8,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm711499,California,41,19587,blue,gray,nissan infiniti lt,23300,23500,200,0.8510638298,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm712628,California,46,20246,gray,black,nissan infiniti lt,23200,24750,1550,6.262626263,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm300469,California,41,19957,—,beige,nissan infiniti lt,23300,21750,-1550,-7.126436782,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm712658,California,37,17337,white,black,nissan infiniti lt,23600,20250,-3350,-16.54320988,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh682009,California,1,48510,white,tan,hertz/tra,11350,6500,-4850,-74.61538462,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 13:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm716627,California,36,23104,blue,black,nissan infiniti lt,22900,22750,-150,-0.6593406593,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm713263,California,46,5017,white,beige,nissan infiniti lt,25100,23500,-1600,-6.808510638,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm714785,California,22,24054,gray,black,nissan infiniti lt,22900,18750,-4150,-22.13333333,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh743407,California,37,36194,silver,gray,avis rac/san leandro,12150,13200,1050,7.954545455,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm715258,California,26,14264,white,tan,nissan infiniti lt,23900,20750,-3150,-15.18072289,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a41da089739,California,47,8595,silver,gray,hyundai motor america/co car,19100,18500,-600,-3.243243243,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Accent,GS,Hatchback,automatic,kmhct5ae4du128991,California,46,9927,black,black,hyundai motor america/co car,10800,11300,500,4.424778761,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh335103,California,35,37759,beige,beige,avis corporation,11400,11800,400,3.389830508,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm300757,California,43,17232,white,—,nissan infiniti lt,23600,24500,900,3.673469388,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,FX,FX37,Suv,automatic,jn8cs1mw7dm174050,California,41,40087,gray,black,infiniti financial services,27700,27250,-450,-1.651376147,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh388614,California,1,25960,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,12100,8800,-3300,-37.5,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm711376,California,35,25132,white,black,nissan infiniti lt,22600,23500,900,3.829787234,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm711712,California,43,14887,gray,black,nissan infiniti lt,23900,24500,600,2.448979592,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae3du421257,California,36,41841,gray,beige,dtg operations inc,9425,9400,-25,-0.2659574468,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2013,Hyundai,Azera,Base,Sedan,automatic,kmhfg4jgxda201053,California,45,34566,silver,black,hyundai motor america/co car,20000,20300,300,1.477832512,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Santa Fe,Sport 2.0T,Suv,automatic,5xyzwdla8dg094937,California,5,10747,black,black,hyundai motor america/co car,19850,25800,5950,23.0620155,High Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh320214,California,1,42798,gray,gray,fox rent a car tra,11100,7600,-3500,-46.05263158,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a46da091339,California,44,16684,white,tan,hyundai motor america/co car,14900,14800,-100,-0.6756756757,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm711108,California,19,18420,gray,beige,nissan infiniti lt,23700,18250,-5450,-29.8630137,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae2dh375957,California,2,35824,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,11500,8700,-2800,-32.18390805,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek2dm920760,California,41,17090,black,black,nissan infiniti lt,25600,21500,-4100,-19.06976744,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek1dm921866,California,26,12735,black,black,nissan infiniti lt,26300,22500,-3800,-16.88888889,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714507,California,43,24031,blue,black,nissan infiniti lt,22800,20500,-2300,-11.2195122,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm711176,California,37,29907,gray,black,nissan infiniti lt,21400,21000,-400,-1.904761905,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:30:00
2013,Hyundai,Tucson,GLS,Suv,automatic,km8ju3ac4du587297,California,42,19109,red,black,hyundai motor america/co car,16450,17500,1050,6,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm713933,California,43,26396,gray,black,nissan infiniti lt,22500,23750,1250,5.263157895,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm715158,California,21,23507,gray,black,nissan infiniti lt,23000,21000,-2000,-9.523809524,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac9dh760050,California,38,34745,white,tan,avis corporation,12250,12700,450,3.543307087,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
2013,Hyundai,Elantra,Limited,Sedan,automatic,kmhdh4ae2du972303,California,48,10564,black,gray,hyundai motor america/co car,15350,16500,1150,6.96969697,Medium Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Hyundai,Azera,Base,Sedan,automatic,kmhfg4jg8da325905,California,47,16132,black,black,hyundai motor america/co car,21200,21400,200,0.9345794393,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm302678,California,47,16854,gray,gray,nissan infiniti lt,23600,25750,2150,8.349514563,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm712524,California,44,19551,white,black,nissan infiniti lt,23300,25000,1700,6.8,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm301392,California,44,14486,brown,black,nissan infiniti lt,23900,22000,-1900,-8.636363636,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a49da092260,California,42,17831,white,beige,hyundai motor america/co car,17750,18200,450,2.472527473,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:00:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm713782,California,27,26792,gray,gray,nissan infiniti lt,22600,18000,-4600,-25.55555556,Low Margin,2014,12,4,2014-12,Tue Dec 16 2014 12:30:00
