Year,Make,Model,Trim,Body,Transmission,Vin,Region,Condition,Odometer,Color,Interior,Seller,Mmr,Sellingprice,Profit,Profit Margin,Margin Tier,Sale Year,Sale Month,Sale Quarter,Month Label,Saledate
2011,Dodge,Charger,Base,Sedan,automatic,2b3cl3cg9bh576202,Illinois,21,50412,gray,black,first merit bank,13250,12200,-1050,-8.606557377,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Dodge,Durango,Crew,Suv,automatic,1d4rd4gg1bc732003,Georgia,29,71166,gray,black,capital one auto finance,16450,13300,-3150,-23.68421053,Low Margin,2015,1,1,2015-01,Tue Jan 20 2015 01:30:00
2011,Chevrolet,Traverse,LT1,Suv,automatic,1gnkvgedxbj280626,North Carolina,37,53318,gray,gray,manheim statesville,16950,13900,-3050,-21.94244604,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 08:30:00
2011,Chrysler,Town and Country,Touring-L,Minivan,automatic,2a4rr8dg5br704295,Texas,42,43233,black,black,music city autoplex llc,15750,17600,1850,10.51136364,Medium Margin,2014,12,4,2014-12,Tue Dec 23 2014 10:10:00
2011,Chrysler,300,C,Sedan,automatic,2c3ca6ctxbh600885,Tennessee,46,61445,—,black,sullivan auto group llc,18000,17800,-200,-1.123595506,Low Margin,2014,12,4,2014-12,Wed Dec 31 2014 10:30:00
2011,Dodge,Durango,Crew,Suv,automatic,1d4se4gt6bc595247,California,,69556,black,—,apex auto wholesale - gary,18550,18900,350,1.851851852,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2011,Chevrolet,Traverse,LTZ,Suv,automatic,1gnkvledxbj218975,Wisconsin,28,103737,silver,gray,wheels exchange llc,13700,13900,200,1.438848921,Low Margin,2015,1,1,2015-01,Wed Jan 14 2015 02:00:00
2011,Dodge,Avenger,Express,Sedan,automatic,1b3bd4fb9bn598531,Minnesota,39,63279,silver,black,exeter finance corp,7825,8200,375,4.573170732,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:45:00
2011,Dodge,Journey,Mainstreet,Suv,automatic,3d4ph1fg3bt557110,North Carolina,24,77103,silver,black,emkay inc,10950,9600,-1350,-14.0625,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 09:15:00
2011,Chrysler,300,Base,Sedan,automatic,2c3ca4cg9bh572696,New York,35,82390,gray,black,park ford of mahopac inc,11000,10500,-500,-4.761904762,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 09:30:00
2011,Chrysler,Town and Country,Touring-L,Minivan,automatic,2a4rr8dg7br618020,Pennsylvania,22,33300,silver,black,tdaf remarketing,14250,15800,1550,9.810126582,Medium Margin,2014,12,4,2014-12,Tue Dec 30 2014 09:00:00
2011,Chevrolet,Traverse,LTZ,Suv,,1gnkvled2bj136741,Pennsylvania,36,84157,black,beige,paul hiltbrand ltd,15500,15700,200,1.27388535,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 09:00:00
2011,Chevrolet,Traverse,LS,Suv,automatic,1gnkrfed3bj373292,Pennsylvania,,68973,silver,—,daniel thomas sales,12200,11800,-400,-3.389830508,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 09:30:00
2011,Dodge,Caliber,Mainstreet,Wagon,automatic,1b3cb3ha1bd123647,Ohio,5,80724,black,black,chrysler capital,7075,7500,425,5.666666667,Medium Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:00:00
2011,Chrysler,200,Limited,Sedan,automatic,1c3bc2fgxbn611017,Virginia,35,115065,black,gray,toyota of stafford,7700,4200,-3500,-83.33333333,Low Margin,2015,2,1,2015-02,Thu Feb 12 2015 01:35:00
2011,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5dg1br713638,Florida,49,22351,gray,black,fiserv/usb dealer services northstar exchange,15350,15400,50,0.3246753247,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:20:00
2011,Dodge,Caliber,Mainstreet,Wagon,automatic,1b3cb3haxbd227165,Minnesota,,39937,black,black,statewide wholesale ltd,9525,5500,-4025,-73.18181818,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 10:30:00
2011,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5dg7br771558,Ohio,25,15378,silver,black,wells fargo dealer services,16550,12500,-4050,-32.4,Low Margin,2015,1,1,2015-01,Tue Jan 13 2015 12:00:00
2011,Chevrolet,Tahoe,LTZ,Suv,automatic,1gnskce01br364785,New Jersey,44,22936,white,black,bmw of bayside,36900,33200,-3700,-11.14457831,Low Margin,2015,1,1,2015-01,Wed Jan 07 2015 09:30:00
2011,Chevrolet,Traverse,LT1,Suv,,1gnkvged0bj177019,Pennsylvania,42,102516,black,gray,jack pfister autos,12150,10800,-1350,-12.5,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 09:00:00
2011,Dodge,Durango,Crew,Suv,,1d4se4gt5bc664400,Pennsylvania,34,29766,black,black,fiserv/usb dealer services northstar exchange,23600,23600,0,0,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 09:00:00
2011,Dodge,Journey,Crew,Suv,automatic,3d4ph3fg7bt535039,Michigan,29,34387,red,black,fiserv/usb dealer services northstar exchange,15900,16000,100,0.625,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2011,Chrysler,300,C,Sedan,automatic,2c3ca6ct6bh536456,Ohio,,41811,black,black,luxury sports auto sales,19650,13300,-6350,-47.7443609,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Dodge,Caliber,Mainstreet,Wagon,automatic,1b3cb3ha5bd111114,Michigan,43,32782,black,gray,fiserv/usb dealer services northstar exchange,9975,10900,925,8.486238532,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2011,Dodge,Caliber,Rush,Wagon,manual,1b3cb8hb6bd166712,Pennsylvania,33,45402,red,black,jpmorgan chase bank n.a.,11300,9600,-1700,-17.70833333,Low Margin,2014,12,4,2014-12,Tue Dec 30 2014 09:00:00
2011,Chevrolet,Traverse,LS,Suv,automatic,1gnkreed8bj279290,Georgia,36,107926,blue,gray,wells fargo dealer services,9875,9400,-475,-5.053191489,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Chevrolet,Traverse,LTZ,Suv,automatic,1gnkrled2bj374111,Ohio,33,71927,gray,gray,wright-patt credit union,17050,14600,-2450,-16.78082192,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 01:00:00
2011,Dodge,Avenger,Express,Sedan,automatic,1b3bd4fb3bn609412,Minnesota,39,51037,black,black,exeter finance corp,8250,8300,50,0.6024096386,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:45:00
2011,Dodge,Charger,Base,Sedan,automatic,2b3cl3cg3bh587096,North Carolina,45,88189,white,black,santander consumer,11800,12500,700,5.6,Medium Margin,2014,12,4,2014-12,Mon Dec 22 2014 09:30:00
2011,Dodge,Charger,Base,Sedan,,2b3cl3cg4bh543916,Arizona,,86874,silver,black,larry h miller chrysler jeep avondale,11250,12700,1450,11.41732283,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2011,Dodge,Journey,Mainstreet,Suv,automatic,3d4ph1fgxbt568105,Colorado,35,51119,orange,black,chrysler capital,12700,13400,700,5.223880597,Medium Margin,2014,12,4,2014-12,Tue Dec 23 2014 11:45:00
2011,Chevrolet,Traverse,LS,Suv,automatic,1gnkreed4bj257965,Colorado,21,34235,blue,gray,gm financial,14050,15000,950,6.333333333,Medium Margin,2014,12,4,2014-12,Tue Dec 23 2014 11:45:00
2011,Chrysler,200,Limited,Sedan,automatic,1c3bc2fg4bn609716,Michigan,41,51694,white,tan,tdaf remarketing,10950,11400,450,3.947368421,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2011,Chrysler,300,Base,Sedan,automatic,2c3ca5cg1bh534868,Wisconsin,36,65103,black,black,arlington hgts chry dod jeep,14800,14100,-700,-4.964539007,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 10:00:00
2011,Dodge,Grand Caravan,Express,Minivan,automatic,2d4rn4dg3br732934,Texas,37,99334,white,—,mike albert leasing  inc,7300,6600,-700,-10.60606061,Low Margin,2015,1,1,2015-01,Thu Jan 08 2015 12:00:00
2011,Dodge,Grand Caravan,R/T,Minivan,automatic,2d4rn7dg6br772006,Georgia,35,94650,—,black,lease plan usa,15550,11800,-3750,-31.77966102,Low Margin,2015,1,1,2015-01,Tue Jan 13 2015 09:30:00
2011,Chrysler,Town and Country,Limited,Minivan,automatic,2a4rr6dg6br665950,Georgia,,93630,black,beige,landmark dodge inc,15100,12900,-2200,-17.05426357,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Dodge,Durango,Express,Suv,automatic,1d4rd2gg7bc680316,California,43,74653,blue,black,california fleet inc,14700,15900,1200,7.547169811,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Dodge,Challenger,Base,Coupe,automatic,2b3cj4dgxbh535085,Illinois,21,80619,gray,black,wells fargo dealer services,12900,11200,-1700,-15.17857143,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Dodge,Caliber,Mainstreet,Wagon,automatic,1b3cb3ha7bd237703,Georgia,28,163213,silver,black,bmw alphera/alphera financial services,5675,3400,-2275,-66.91176471,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Chrysler,200,Touring,Sedan,automatic,1c3bc1fb9bn576307,Michigan,41,39025,white,black,chrysler capital,9525,9300,-225,-2.419354839,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2011,Dodge,Grand Caravan,Express,Minivan,automatic,2d4rn4dg4br731405,Indiana,45,93643,silver,gray,ge fleet services for itself/servicer,7700,7700,0,0,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Dodge,Journey,Lux,Suv,automatic,3d4ph9fg4bt537589,Ohio,31,64789,black,black,wright-patt credit union,16600,15100,-1500,-9.933774834,Low Margin,2015,2,1,2015-02,Thu Feb 19 2015 01:00:00
2011,Dodge,Grand Caravan,C/V,Minivan,automatic,2d4jn1ag7br618287,Virginia,33,55787,white,gray,shirlie slack mitsubishi,7575,9400,1825,19.41489362,High Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:20:00
2011,Dodge,Grand Caravan,Mainstreet,Minivan,,2d4rn3dg1br627013,Pennsylvania,,42849,black,—,generation kia,10950,7600,-3350,-44.07894737,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 09:15:00
2011,Dodge,Journey,Mainstreet,Suv,automatic,3d4ph1fg2bt548950,Minnesota,4,75791,—,black,emkay inc,10850,10900,50,0.4587155963,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:45:00
2011,Chrysler,200,Touring,Sedan,automatic,1c3bc1fb2bn514375,Minnesota,38,40660,red,tan,fiserv/usb dealer services northstar exchange,9450,10300,850,8.252427184,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:45:00
2011,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5dg0br605026,Minnesota,42,55656,red,gray,exeter finance corp,12150,12800,650,5.078125,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:45:00
2011,Dodge,Durango,Crew,Suv,automatic,1d4re4gg0bc725492,Wisconsin,27,42042,gray,gray,fiserv/usb dealer services northstar exchange,18850,19900,1050,5.27638191,Medium Margin,2014,12,4,2014-12,Wed Dec 31 2014 10:00:00
2011,Chevrolet,Tahoe,LTZ,Suv,automatic,1gnskce05br222875,Pennsylvania,41,46310,black,black,superior automotive sales i,33000,34500,1500,4.347826087,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 09:30:00
2011,Chrysler,200,Touring,Sedan,automatic,1c3bc1fb7bn514730,New Jersey,33,64495,red,black,santander consumer,8550,7000,-1550,-22.14285714,Low Margin,2014,12,4,2014-12,Wed Dec 31 2014 09:30:00
2011,Dodge,Grand Caravan,Crew,Minivan,automatic,2d4rn5dg9br693546,Pennsylvania,21,65522,gray,gray,jim coleman toyota inc,9975,9900,-75,-0.7575757576,Low Margin,2015,1,1,2015-01,Fri Jan 09 2015 09:15:00
2011,Dodge,Grand Caravan,Mainstreet,Minivan,automatic,2d4rn3dg4br668932,Nebraska,39,80792,brown,black,baxter ford inc,8475,9400,925,9.840425532,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:00:00
2011,Dodge,Grand Caravan,Crew,Minivan,automatic,2d4rn5dg0br688882,Arizona,19,104763,white,gray,first american credit union,7800,6000,-1800,-30,Low Margin,2015,2,1,2015-02,Thu Feb 05 2015 03:00:00
2011,Chrysler,300,Base,Sedan,automatic,2c3ca5cg5bh557683,Michigan,34,60810,white,black,remarketing by ge/michigan schools & govt cu,15300,13800,-1500,-10.86956522,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 01:30:00
2011,Dodge,Charger,R/T,Sedan,automatic,2b3cl5ct8bh610316,California,43,39113,gray,gray,orange coast chrysler jeep dodge,19450,18500,-950,-5.135135135,Low Margin,2014,12,4,2014-12,Wed Dec 31 2014 12:30:00
2011,Dodge,Grand Caravan,Express,Minivan,automatic,2d4rn4dg1br731510,Ohio,42,97034,—,beige,ge fleet services for itself/servicer,7425,8000,575,7.1875,Medium Margin,2014,12,4,2014-12,Tue Dec 23 2014 09:30:00
2011,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5dg3br771220,Texas,,76747,silver,black,jerry's gm,10200,8900,-1300,-14.60674157,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 14:00:00
2011,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5dg1br633563,Pennsylvania,31,44448,silver,black,us bank,13550,11400,-2150,-18.85964912,Low Margin,2015,1,1,2015-01,Fri Jan 09 2015 09:00:00
2011,Chevrolet,Traverse,LT1,Suv,automatic,1gnkrged7bj235535,Missouri,27,32191,red,black,bob brown chevrolet inc,16700,15000,-1700,-11.33333333,Low Margin,2015,2,1,2015-02,Wed Feb 11 2015 02:30:00
2011,Dodge,Avenger,Express,Sedan,automatic,1b3bd4fb3bn546442,Indiana,28,65078,silver,gray,auto trakk llc,7300,6800,-500,-7.352941176,Low Margin,2015,1,1,2015-01,Wed Jan 21 2015 05:30:00
2011,Chrysler,Town and Country,Touring-L,Minivan,automatic,2a4rr8dg3br784020,Florida,34,50250,silver,black,fiserv/usb dealer services northstar exchange,14750,14100,-650,-4.609929078,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:15:00
2011,Chevrolet,Traverse,LT2,Suv,automatic,1gnkvjed2bj188312,Pennsylvania,23,27677,black,gray,wheels of fortune auto  inc,21600,18000,-3600,-20,Low Margin,2015,2,1,2015-02,Wed Feb 18 2015 01:30:00
2011,Dodge,Grand Caravan,Crew,Minivan,automatic,2d4rn5dg5br678803,Texas,19,66470,blue,black,pm standley motorcars,9875,7500,-2375,-31.66666667,Low Margin,2014,12,4,2014-12,Wed Dec 31 2014 10:20:00
2011,chrysler,200,v6 s,,automatic,1c3bc8fg3bn567039,Michigan,49,55895,red,black,kevins marysville auto sales inc,10900,12000,1100,9.166666667,Medium Margin,2015,1,1,2015-01,Thu Jan 08 2015 09:30:00
2011,Chrysler,300,Base,Sedan,automatic,2c3ca5cg7bh524586,Ohio,36,70559,black,black,wells fargo dealer services,14400,13100,-1300,-9.923664122,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:00:00
2011,Chevrolet,Volt,Base,Hatchback,automatic,1g1rd6e46bu100747,Florida,44,11285,white,beige,fiserv/usb dealer services northstar exchange,17400,18500,1100,5.945945946,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:15:00
2011,Dodge,Avenger,Lux,Sedan,automatic,1b3bd2fgxbn510005,Texas,4,65459,white,tan,wheels lt,9675,9700,25,0.2577319588,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:00:00
2011,Dodge,Grand Caravan,Crew,Minivan,automatic,2d4rn5dg4br678484,New York,2,65837,white,gray,elrac llc,9800,9900,100,1.01010101,Low Margin,2014,12,4,2014-12,Tue Dec 30 2014 09:30:00
2011,Dodge,Grand Caravan,Express,Minivan,automatic,2d4rn4dg0br720577,Ohio,43,100604,blue,gray,ge fleet services for itself/servicer,7300,7300,0,0,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 09:30:00
2011,Dodge,Charger,R/T,Sedan,automatic,2b3cm5ct7bh611258,Pennsylvania,,17509,orange,—,meccanic shop north inc,24300,24000,-300,-1.25,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2011,Dodge,Avenger,Express,Sedan,automatic,1b3bd4fb2bn515344,Florida,27,87973,black,black,regional acceptance corporation / greenville,6925,7800,875,11.21794872,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:50:00
2011,Chrysler,Town and Country,Touring,Minivan,,2a4rr5dg8br694912,Michigan,28,38257,gold,black,fiserv/usb dealer services northstar exchange,13800,11800,-2000,-16.94915254,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2011,Dodge,Durango,Citadel,Suv,automatic,1d4re5gg7bc720893,North Carolina,45,36926,silver,black,primeritus remarketing/coastal fcu,25900,25700,-200,-0.7782101167,Low Margin,2015,1,1,2015-01,Mon Jan 12 2015 09:00:00
2011,Dodge,Journey,Mainstreet,Suv,automatic,3d4pg1fg8bt554612,Florida,35,78611,white,black,daytona toyota,9325,10500,1175,11.19047619,Medium Margin,2015,1,1,2015-01,Wed Jan 07 2015 15:00:00
2011,Ford,F-150,XLT,Supercrew,automatic,1ftfw1ct4bkd91827,Missouri,4,51065,red,gray,ford motor credit company,20800,17900,-2900,-16.20111732,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 11:00:00
2011,Ford,Escape,XLT,Suv,automatic,1fmcu0dg7bkb74188,Arizona,27,84708,white,gray,commercial fleet financing,9450,7000,-2450,-35,Low Margin,2015,2,1,2015-02,Thu Feb 12 2015 03:00:00
2011,Ford,Escape,XLT,Suv,automatic,1fmcu0dg0bkb74193,Arizona,21,96188,white,gray,commercial fleet financing,8000,8500,500,5.882352941,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:00:00
2011,Dodge,Nitro,Heat,Suv,automatic,1d4pt5gk8bw553654,Florida,36,69638,gray,black,regional acceptance corporation / greenville,9725,8200,-1525,-18.59756098,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:50:00
2011,Ford,Explorer,Limited,Suv,,1fmhk8f87bga57715,Colorado,45,43363,black,tan,johnson lexus of raleigh,23500,23500,0,0,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 11:45:00
2011,Ford,Expedition,XLT,Suv,automatic,1fmju1j52bef26995,Florida,36,73323,silver,beige,autonation ford margate,19800,18200,-1600,-8.791208791,Low Margin,2014,12,4,2014-12,Tue Dec 30 2014 09:15:00
2011,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ewxbda58130,New Jersey,42,116884,blue,gray,montclair auto sls grp llc,9950,10900,950,8.71559633,Medium Margin,2014,12,4,2014-12,Wed Dec 31 2014 09:30:00
2011,Ford,Expedition,EL King Ranch,Suv,automatic,1fmjk1h59bef55003,Texas,48,45832,—,tan,ford motor credit company llc,23900,28300,4400,15.54770318,High Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:30:00
2011,Ford,F-350 Super Duty,XL,Crew Cab,automatic,1ft8w3b67bec78081,California,34,40947,white,gray,remarketing by ge/ge capital solutions,22100,18000,-4100,-22.77777778,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2011,Ford,Edge,Sport,Suv,,2fmdk3ak1bbb37300,Illinois,,60695,silver,—,napletons river oaks honda,19550,17600,-1950,-11.07954545,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Ford,F-150,Lariat,Supercrew,automatic,1ftfw1ct2bfb08978,Texas,43,58839,—,black,ford motor credit company llc,22500,26400,3900,14.77272727,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:30:00
2011,Ford,Edge,Limited,Suv,automatic,2fmdk3kc5bbb55046,Minnesota,47,40353,silver,black,ford motor credit company llc,20600,21700,1100,5.069124424,Medium Margin,2015,1,1,2015-01,Wed Jan 07 2015 10:00:00
2011,Dodge,Journey,Express,Suv,automatic,3d4pg4fb2bt501426,Missouri,19,43113,white,black,myrddin fleet services,10800,8800,-2000,-22.72727273,Low Margin,2015,1,1,2015-01,Wed Jan 07 2015 10:30:00
2011,Ford,Edge,SEL,Suv,automatic,2fmdk3jc4bbb17308,South Carolina,42,84088,black,black,pee dee auto buyers,13300,16000,2700,16.875,High Margin,2015,1,1,2015-01,Thu Jan 29 2015 02:00:00
2011,Ford,F-350 Super Duty,XL,Crew Cab,automatic,1ft8w3dt9beb85498,New York,43,75903,black,black,zappone chrysler jeep dodge ram,21700,33500,11800,35.2238806,High Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:45:00
2011,Ford,Expedition,EL King Ranch,Suv,automatic,1fmjk1j51bef56754,New York,44,35241,gold,beige,ford motor credit company llc,24700,26300,1600,6.08365019,Medium Margin,2015,1,1,2015-01,Wed Jan 07 2015 09:20:00
2011,Ford,Edge,Limited,Suv,automatic,2fmdk3kc3bbb53473,Florida,41,47961,black,black,ford motor credit company llc pd,19650,18100,-1550,-8.563535912,Low Margin,2015,1,1,2015-01,Thu Jan 08 2015 01:00:00
2011,Ford,Explorer,Limited,Suv,automatic,1fmhk8f85bga82578,Illinois,,75521,white,—,laurel bmw of westmont,20400,22200,1800,8.108108108,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Ford,Explorer,XLT,Suv,,1fmhk8d8xbga89920,Pennsylvania,43,49317,gray,beige,ford motor credit company llc,21200,23400,2200,9.401709402,Medium Margin,2014,12,4,2014-12,Fri Dec 19 2014 09:00:00
2011,Ford,Escape,Limited,Suv,automatic,1fmcu9eg1bkb06763,Minnesota,38,55878,silver,—,select lane,14800,15300,500,3.267973856,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:30:00
2011,Ford,Escape,Limited,Suv,automatic,1fmcu0egxbkb39594,Georgia,45,41577,silver,black,wells fargo dealer services,14350,14600,250,1.712328767,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Ford,E-Series Van,E-250,E-Series Van,,1ftne2ew4bda95481,Illinois,3,21793,white,gray,ally,16100,17400,1300,7.471264368,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Dodge,Journey,Express,Suv,automatic,3d4pg4fb4bt539935,Nevada,28,30275,gold,beige,bmw alphera/alphera financial services,11650,11100,-550,-4.954954955,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 12:00:00
2011,Ford,Edge,Limited,Suv,automatic,2fmdk3kc4bba81490,Arizona,23,97973,black,black,foursight capital llc,13400,13500,100,0.7407407407,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 03:00:00
2011,Ford,F-150,Lariat,Supercrew,automatic,1ftfw1ct3bfb04440,Florida,46,24568,blue,black,milford motors inc,25900,26500,600,2.264150943,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:50:00
2011,Ford,Escape,Limited,Suv,automatic,1fmcu9eg0bkc43368,Arizona,25,44130,red,black,onesource/southwest remarketing,15600,12000,-3600,-30,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 11:00:00
2011,Ford,F-350 Super Duty,XL,Supercab,automatic,1ft7x3b60bed03539,Texas,23,162477,white,—,donlen corporation,9300,9000,-300,-3.333333333,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:00:00
2011,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ft8w3dt3bea99460,Arizona,,96047,white,beige,bell ford inc,32800,29600,-3200,-10.81081081,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:00:00
2011,Dodge,Journey,Mainstreet,Suv,automatic,3d4ph1fg3bt508294,Missouri,27,88601,black,beige,myrddin fleet services,9750,6400,-3350,-52.34375,Low Margin,2015,1,1,2015-01,Tue Jan 06 2015 11:00:00
2011,Ford,Escape,XLT,Suv,,1fmcu9dg1bka59087,AB,21,138990,gold,black,chris hallett auto,8175,10750,2575,23.95348837,High Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2011,Ford,Expedition,EL Limited,Suv,automatic,1fmjk2a58bef21716,New Jersey,35,204967,black,black,american leasing/northstar,9050,12100,3050,25.20661157,High Margin,2015,1,1,2015-01,Wed Jan 28 2015 02:00:00
